"source_path","classification","reason","license","internal_target","sha256"
"application/playground/backend/service/application_task_metadata.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","69462e40e5c9409e7274110908de7b5ecb9166a43f8d734b47bf822a9b83208f"
"application/playground/backend/service/application_types.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","fb547c4b6171e6723b0d875fb90cf7391747ce80ff6fdaf56346ddd5fb5d8d03"
"application/playground/backend/service/appworld_eval_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","3baba275ed6300b25d7a6f353995a0c546a9225a0c6b7954bdb8c2b8688af280"
"application/playground/backend/service/appworld_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","f37d3aa7ef3750a88b3aaee18020ef94c74124a801e856c1387fa7f74635dcc8"
"application/playground/backend/service/appworld_types.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","21aeb05cec914cee1872382a44bb6923162f8e3129ca2e566836c34cfe829a1a"
"application/playground/backend/service/build_persona_1m_indexes.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","cd622316370d755de1120e0c09a35e758238a08e7870b3b90eb2cade44578fcd"
"application/playground/backend/service/bundle_catalog.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","1d1a81533b19f35b269ab8e09f5fefad9ce8ce532a1b3dd037ff6e183942c456"
"application/playground/backend/service/catalog_index.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","8471716aee67a7ee406f0244364545d3f15264201a16b92bc3bb7705418b37ed"
"application/playground/backend/service/chatbot_sidecar_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","3c20383da5468920c35a013f6f11222ca8b12e8892624a942382b07cc340628a"
"application/playground/backend/service/chatbot_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","9dd5918946e61cc186fd7d2f10864a0976b10e9402088243c2e07af1270a90f9"
"application/playground/backend/service/config.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","128d549ba1c92c214d8a5e051a32fd6a44451f5f9cbfc1a61aea98c8a69042ab"
"application/playground/backend/service/example_task_catalog.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","3df689ce7d29aade82ba041e9e4cad63c8b79748feaf3b88466a54a63da5adae"
"application/playground/backend/service/execution_plane.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","492d639f85c2828ce13d2bb14711f2c562d6bb045cffb0c2c159a88832f738f6"
"application/playground/backend/service/harbor_job_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","c6f39653522bb020bdcf2562ab58e3467a83026d2739f949b1c4b4786b75f0a2"
"application/playground/backend/service/harbor_playground.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","54b25d80364d20d48a33c0b5587b8259b452c749551ad3042c0284416dc91cd6"
"application/playground/backend/service/harbor_trial_debrief.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","81fd14fc3aa0432f4e4392bbbdc15259e42961d414849722de340eae6d1a726f"
"application/playground/backend/service/harbor_web_eval.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","0417cb487889faf8e6ff5c90f9d242d3d984594f2f94b22f20b5891bebbf3c27"
"application/playground/backend/service/harbor_web_trace.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","0c0136265bc3290faa44172555395dbc7278f8a6475a54d56ceaaac7a1a52d1c"
"application/playground/backend/service/import_paths.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","12c619a58612dcce7d1208aeb89aa116f6ad064fd1703ba6c066b4cec5275ef2"
"application/playground/backend/service/job_aggregation.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","2791a87250773196f12cb7d91ccf2543b8ff8714b15434bdd76b8c7d6cf51813"
"application/playground/backend/service/jobs.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","912adc160bdbaf114f6d5898d0b9d714e51d43ee498386d61bb54ad600aa9d8e"
"application/playground/backend/service/local_appworld_eval.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","96684602ad91f6a2d512ad091ff9e1219b783542260e155e2cd75f0dc7155932"
"application/playground/backend/service/local_distributed_harbor.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","d8be3c46284c9a6f56f1aeeb56a5e03bdc361049f621075252cf1f08a7cccf38"
"application/playground/backend/service/os_app_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","d80fee5927a1e182cca9b19a08e73402d3166485ba9d890af5e205f4d6ce9dff"
"application/playground/backend/service/os_app_types.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","37485e99bbade006f6a348a56c55f4f3d4955304a47b61cf306764f234a443a5"
"application/playground/backend/service/persona_1m_index.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","c933321f5a6153912e9fff7d0e78d9db0c632ef34c99841dab1fd85568f6a71d"
"application/playground/backend/service/persona_1m_pool.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","442da5d82365a9c37269bb8a78150394add699df590bd2ff35936a7ce2fd0b31"
"application/playground/backend/service/persona_pool_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","201c87de79982e8e0e8a76fc23960559b5358cff3d9437a942f685aac7dfaeb0"
"application/playground/backend/service/persona_sampling_alloc.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","84aa016ffc5b0ab931d8e499956b0c3dc8484d07e72f5f2ad881f556f007684c"
"application/playground/backend/service/persona_strategy.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","cddb71373c6ec5996186a2c7dfacd819bdeb89ec211d6278554d3a0049a0db69"
"application/playground/backend/service/persona_taxonomy.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","8f6dd007d3c7def82d6452d7d46bd5721783fb3f5ccf163774148870025ebc0f"
"application/playground/backend/service/playground_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","e3a8f2cf56937f1efeab8d3d3a4d58f4696d27fb7a5023eb573a0e1030a07e50"
"application/playground/backend/service/playground_task_registry_cache.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","d53cac77f93d488a18cade2c85b3afcb7735c2f9e76659a3e28b30f33771b890"
"application/playground/backend/service/playground_task_registry.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","7f6d7aacc1c8782164863967e8e5c226dd7892980640c9f9de5bfd9a6b5c2a81"
"application/playground/backend/service/report_pdf.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","5e2edc10fd222a3b20f3b253aeda0afbc5c9cff4a73ba1196df1582128ed668d"
"application/playground/backend/service/run_store.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","b0e3759e727d278afb9d62e70bddc9932b1d5645d78e0fb526190fb6d0ae8d4f"
"application/playground/backend/service/session_store.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","de957c957b96122afad4afae49b43f4e9c313d328dfabe438052ee560f12131e"
"application/playground/backend/service/session.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","b13630cac4630bc5e0e69da179dbe4c768d504963bc5d0bd003870c82e44bc1b"
"application/playground/backend/service/survey_eval_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","b1aa2cc0877baf958f86a9561ff955660d9598f33a80117778369bda37ae7c10"
"application/playground/backend/service/survey_harbor_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","71cf6af05101171b05bf4e1bc10eb8917543e6d29e2b625af9a88f950e959ffd"
"application/playground/backend/service/survey_harbor_types.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","7f019d7e2f91de6fc6402df1c1bc529c633edaa6d10737a2a4c1effb7bbf9de8"
"application/playground/backend/service/survey_instruction_builder.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","572171dc86e7bcb9ee07f858d2e613ab7606ba5b039353bc6b3b9df4206a81f7"
"application/playground/backend/service/survey_instruments.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","0d7fe2eef6df96761824aaf73615e175db314fde98e4ac95d8cf2a1206e9eb10"
"application/playground/backend/service/survey_questionnaire_catalog.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","dae30423bf92d05bd488d5abf4bc04935d8c07060de65fbfb28b9f6a574c8ef9"
"application/playground/backend/service/survey_task_registry.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","923f2e3a411a2a0c6627b1e9d4b0bc1ff7650f6b162298202197314ab7ec50e5"
"application/playground/backend/service/survey_types.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","352a490c6ae66512bf63abefe31a292aa0967a2e13e37ea73b84d543a2facc79"
"application/playground/backend/service/task_detail_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","400872e8f2dfeeca51714ad95710adf699e4c9e37c7703eb39ccb93bb2e2c264"
"application/playground/backend/service/task_environment.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","43aba3b90dd13665b708138a8c7cf8ab3fb35f84dcb88160141f16245794cf6b"
"application/playground/backend/service/task_list_summary.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","63e7a77af207d4c291182615b6f655b2744d27141651f6fa2d6ce58d84844617"
"application/playground/backend/service/task_persona_strategy_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","5289f71e722c2f38d1e71cbfed9c5e905f8c01b23155429932db3d4d1c69e5c5"
"application/playground/backend/service/trace_view.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","ac3439bdbb784fe3d190ec614e3fb85631fc694deacece32174723481bbe4475"
"application/playground/backend/service/web_eval_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","f38e11299b34851e7979a7c3f40731369e7074e5b6c05621166733f03a92aced"
"application/playground/backend/service/web_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","90935b05923e48b2a2078b2039d2f7fcd16f091a2b09be0dba4e0974a61716da"
"application/playground/backend/service/web_types.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","1bce07f12e64549be7233f600e9045025240bc78d187fd360e9714faad10268d"
"application/playground/backend/tests/__init__.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","a0378747c3f19451de19cad16a4cf42f665cb5f1476e75b960cdeda5b483b0ec"
"application/playground/backend/tests/conftest.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","d74a4aaf822117304217f11a4d735bbaa79de9ca6f09ada1b4e00e6199cacc09"
"application/playground/backend/tests/test_api_schemas.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","6d3c0a8270d3cf8e14a95472ff375a122af50d2cf1cf2d61f8b795c25b7f3961"
"application/playground/backend/tests/test_api.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","9a1448f68f19f1f14528e51ca5e6e6201bf0b837ee27158ed82f4e73886059fb"
"application/playground/backend/tests/test_application_task_index.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","5764e7a9350a58007109cf4889b1e95ff52a89f59f82d97aab89d766d21b54d1"
"application/playground/backend/tests/test_application_task_metadata.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","53f7945622e32fec58c2277815a4a9197894a5aa4c47e9ad111cbb19940c8176"
"application/playground/backend/tests/test_application_task_spec.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","a11f38c1c15aa2651113e59b62b0ec94f48b72aae2cfbcb89cb537586ed5bb84"
"application/playground/backend/tests/test_application_types.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","b6e8b25576cbf99c9ca9a74ae2308b3acd64d505703f570912511be9ae7e0479"
"application/playground/backend/tests/test_appworld_eval_api.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","d5985a9db674aab77e07ab37d7acc9947361667a65b94cad93a856fdaa885e1f"
"application/playground/backend/tests/test_appworld_eval_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","42db35818f6db7cf2a0268ba56f10dec7958b49a792624a7f62f216f45a1d473"
"application/playground/backend/tests/test_branding.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","6b819a92b366c13090fedb700e5dbd7ff09556ab014f478b3be3b025afc75019"
"application/playground/backend/tests/test_bundle_catalog.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","701ff4aa14f44f925112d760394e34f2d7086f409ec721debfd8875c181c2879"
"application/playground/backend/tests/test_catalog_index.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","e321afc5dd4ef3565f6b438e9c2b0384465adf98f042d13fb6bd5277d21831aa"
"application/playground/backend/tests/test_chatbot_sidecar_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","dbb46ef60970833d61913c999f00572c0d2f85b4de5290684d0738effa3e0489"
"application/playground/backend/tests/test_chatbot_task_config.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","1660ec07d9dcaeb73a0614eee17874f0347431cd77f42f088f08e7a928c0efe2"
"application/playground/backend/tests/test_chatbot_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","e6a909814c7ff7ebddea14a22eb2fb35b139340009597012ca264f101761e7f1"
"application/playground/backend/tests/test_config.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","293b6bce6a8911e8942e358181777e82b3f9c395a497f62ea2b5a9b8e2d44cc5"
"application/playground/backend/tests/test_example_task_catalog.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","23cc54ecc15d0c3a3362e4549b2bb7537faaa81c59c6ea9a048b67fdb279832c"
"application/playground/backend/tests/test_harbor_chat_eval.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","c4ecf4ad53f88e6fb7d15deae0e4a0dba2b6648168356966b47c6d39af1202d3"
"application/playground/backend/tests/test_harbor_chat_mcp_session.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","17d5fc2e65c38ffca849342ecf68e19754d99302f5f45c3fe06a9104898553e5"
"application/playground/backend/tests/test_harbor_job_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","7cf4fbd740d6b338e90a0551bac3d0d7a36332c75b4e2d888ea2be3ae46f576d"
"application/playground/backend/tests/test_harbor_jobs_api.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","9f14b8e3a8a45aa34d2bb26bcc8d9493f60d2fed23e58faa326ef46abae54b53"
"application/playground/backend/tests/test_harbor_playground.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","617caf4aa6b449547de71be774001e5bdb50cf524660ebd037dcb9712d854b2d"
"application/playground/backend/tests/test_harbor_survey_eval.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","bb6306dc8e44ee5773868daa4d85510701cbbb3d704ef0ea4e8807ae91003a3f"
"application/playground/backend/tests/test_harbor_trial_debrief.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","2faa6ea18f5f897e63d6d0bee8125c9da273daf34a788a89153d48ece4fd7feb"
"application/playground/backend/tests/test_harbor_web_eval.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","c8b88380e133bab18bb9b02b6b158a066ecb592bb2ca82d1a2d4a397e8f2fadd"
"application/playground/backend/tests/test_harbor_web_trace.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","c866f58b77c327c50c2076c41ac5980b0c81930338d26a6c80daa8c56ae9928d"
"application/playground/backend/tests/test_host_verifier_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","5e9dd58b8634f1b59199bd8abfb737e385118f8be645a654e65d378bd293d3d1"
"application/playground/backend/tests/test_inprocess_eval_runners.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","a946666f30658581f2a197e6e0170983e56b731f82ba44fc3de87c9bfc511f8f"
"application/playground/backend/tests/test_inprocess_survey_prompt.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","ed57df89c8ec3ecbd9015557b9c59cd8fa77a070b8d737be920a758ec6cdd1b2"
"application/playground/backend/tests/test_job_aggregation.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","40c7780f4563476d2d762d122d21c3afd5230bb33ece49d6a8aebf292e4dcf8f"
"application/playground/backend/tests/test_os_app_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","cde5b387a763fbca013793166d18797ec4dfaa344754a0b316733177a57a063c"
"application/playground/backend/tests/test_persona_1m_index.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","8ee98ea50891cba049cf5bfe822789780560e75e5d4a9637ed343e062c6b61f8"
"application/playground/backend/tests/test_persona_1m_pool.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","84215615a96832107c1e1e89b8529131588ab7641c9d77e13f165893ff1f0f69"
"application/playground/backend/tests/test_persona_pool_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","14c8e102b6fe3547feb6d3d518bbb809cd21b8ef87fcf25ec09eb5f8c3ad3730"
"application/playground/backend/tests/test_persona_sampling_alloc.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","6737035c4d665626cd488016d7a355c483052d65f3d782674dc4861a54a910e7"
"application/playground/backend/tests/test_persona_strategy.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","397afb221b98ebc0163760edb4bd4a5630358ed09be6c2752ca23d0a93bdf0d7"
"application/playground/backend/tests/test_persona_taxonomy.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","d63f95f261e305e54bd896f9dfb10db88cfdabc0311fca759286e5cd9c85b88d"
"application/playground/backend/tests/test_playground_api.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","cefeb9819df286ccf909748b5985176cbd99aa098f6dfb8e893191a6c86e5a44"
"application/playground/backend/tests/test_playground_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","20463047d1c661aca3c908cc5df2f5eaee5fd1a23a6093b19d8a4ad2897ae10f"
"application/playground/backend/tests/test_playground_task_list_summaries.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","7869f5c13a26681fa1764ddea5029f9ddff62b5a328d812e1314bb850516fc95"
"application/playground/backend/tests/test_post_run_feedback.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","dc9d73b8365ef92ebb42b2956065fc117ecff295649958b43b920e5cac6f5658"
"application/playground/backend/tests/test_remote_runner_client.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","0f4144823e158a07f6b00da9cd0ae451eef804d81c1d3afe1f4760424a4c9bd5"
"application/playground/backend/tests/test_remote_runner_dispatch.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","91d22c4a7ce49df2c0e965a3cf64e71c2db0a2a09a21dec160718a4443d2a51b"
"application/playground/backend/tests/test_remote_runner_harbor_job_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","dade367a047c1b4d7c5a26dab3cdae58f9ed84605c6aefdee2ff7ff3bd0a58b6"
"application/playground/backend/tests/test_remote_runner_server.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","063c28b71c2cda4525dafd014ba92c4315b36c4f855bdde5f477bf46666496a3"
"application/playground/backend/tests/test_report_pdf.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","8e504749817af4caf17c8fcb34f884160f029ae09d177a3c2160a914ae1f22c0"
"application/playground/backend/tests/test_run_store.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","fe9d735a685b2a8cd7da0b0d01d574c7b5ef20cd7b7fec2a6076be6c467a8b40"
"application/playground/backend/tests/test_session_store.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","020080c1d552c2cb7f115390d9472b47b531cd97db1cd951fdb8d7be6bc9489c"
"application/playground/backend/tests/test_session.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","f3e32e9c4706c5c3796e3653027ecca924d1a5ac41eb85f1d9ba6adf5a3dd0f7"
"application/playground/backend/tests/test_survey_eval_api.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","08c8ad26fd4000fe16b533e87bab61d7e4bd9643a259c52d918c29d61d61d477"
"application/playground/backend/tests/test_survey_harbor_task_summary.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","b7f922150728968c845a063307f00bea30280e7eec4d79da40787225fffa80ed"
"application/playground/backend/tests/test_survey_instruction_builder.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","3d6239ca6fb606eb3d421049ca8147b03661bd508d3253f96aa29b9ddc9299a1"
"application/playground/backend/tests/test_survey_instruments.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","559edb26d4be824038c3140c6c48889a665c94051d4d830f4d8df1a8377935a7"
"application/playground/backend/tests/test_survey_task_registry.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","72eb5c9cbc9939cf02177a3d1646ae3b5fefd9a4db96b047ad6856db22d009d7"
"application/playground/backend/tests/test_task_detail_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","8f58341a318324511e1ecabd96ecc54224a88aed5b94b3fbb8a52f8b6dcb14ad"
"application/playground/backend/tests/test_task_list_summary.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","554198e8a4c369ec7d30ded107c486ecbcc26993e1b55558f43487f1dd6c4679"
"application/playground/backend/tests/test_task_persona_strategy_service.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","7534a2b511cb1a356cf87704e9d7b4396cbc4e4c8afe56628df467c519b0bc96"
"application/playground/backend/tests/test_task_reporting_contract.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","2033cb863af20f619761d0f486e0d3970232a22678f3a5ffcb101174ad81f84b"
"application/playground/backend/tests/test_trace_view.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","210ffa6fc847b20a635fc01e0af3a384e21ab6b6812c3f6d7325c6de2a83c1e2"
"application/playground/backend/tests/test_trial_events.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","95c5ffd0a5706a192fa9d2e6f3b71e40be1d38e64b0b0afb93cfd200e27a11f7"
"application/playground/backend/tests/test_web_eval_api.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","7975131ebf8f08eb9749700f6cbcfae8fe02990fdc530f87de01c4736e436ec5"
"application/playground/backend/tests/test_web_submission_materialize.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","13b705e7c223cf260045c0c8a741662902de569519cbd0faa52a70ae5a6c1934"
"application/playground/backend/tests/test_web_tasks.py","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","bc6b4b6cc89c8ecc4070ee3e4d1995ce717edbc95079c35396e2ad9ccd5e513f"
"application/playground/frontend/.gitignore","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","8434f4da4934dda48143f2c64e26f42c2207a7f55089e6382b675cdf77786e35"
"application/playground/frontend/DESIGN.md","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","515334462a6f1f4ef7e1b4ebed2cc2417df223e927b57846c46d38e34958d98e"
"application/playground/frontend/index.html","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","6bbcad66e1fcb927a0645516781f709050629fd6b470b7849f395ffd82c77246"
"application/playground/frontend/package-lock.json","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","90508b5adc40f18170450070fee795fd706d9782b435cf9441e5084dd0f3df9b"
"application/playground/frontend/package.json","IGNORE","기존 UI와 Playground runtime은 초기 범위 밖","MIT","none","b9d16e1b2b7994756997a89df422df77e7254db6a7795778c78251b7cc2d32b8"
